medicine name,bangla name,generic,company,category,strength,dosage form,pack size,sku,barcode,mrp,selling price,purchase price,stock quantity,unit type,batch number,expiry date,prescription required,active,image url,aliases,uses,dosage,side effects,warnings,storage,alternatives
Metronidazole 200mg Tablet RENA,,Metronidazole,Renata Limited,Antibiotics,200mg,Tablet,10 units/strip,MB-01252,8801602001252,23.45,22.04,17.19,342,tablet,MB241252,2029-05-15,yes,yes,/assets/images/medicine-placeholder.svg,Metronidazole; Antibiotics; Renata Limited,Anaerobic infections and amoebiasis,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Metronidazole
Metronidazole 200mg Tablet OPSO,,Metronidazole,Opsonin Pharma,Antibiotics,200mg,Tablet,10 units/strip,MB-01253,8801602001253,23.45,22.04,17.19,343,tablet,MB241253,2030-06-15,yes,yes,/assets/images/medicine-placeholder.svg,Metronidazole; Antibiotics; Opsonin Pharma,Anaerobic infections and amoebiasis,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Metronidazole
Metronidazole 200mg Tablet ESKA,,Metronidazole,Eskayef Pharmaceuticals,Antibiotics,200mg,Tablet,10 units/strip,MB-01254,8801602001254,23.45,22.04,17.19,344,tablet,MB241254,2028-07-15,yes,yes,/assets/images/medicine-placeholder.svg,Metronidazole; Antibiotics; Eskayef Pharmaceuticals,Anaerobic infections and amoebiasis,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Metronidazole
Metronidazole 200mg Tablet ACI,,Metronidazole,ACI Limited,Antibiotics,200mg,Tablet,10 units/strip,MB-01255,8801602001255,23.45,22.04,17.19,345,tablet,MB241255,2029-08-15,yes,yes,/assets/images/medicine-placeholder.svg,Metronidazole; Antibiotics; ACI Limited,Anaerobic infections and amoebiasis,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Metronidazole
Metronidazole 200mg Tablet ARIS,,Metronidazole,Aristopharma,Antibiotics,200mg,Tablet,10 units/strip,MB-01256,8801602001256,23.45,22.04,17.19,346,tablet,MB241256,2030-09-15,yes,yes,/assets/images/medicine-placeholder.svg,Metronidazole; Antibiotics; Aristopharma,Anaerobic infections and amoebiasis,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Metronidazole
Metronidazole 200mg Tablet HEAL,,Metronidazole,Healthcare Pharmaceuticals,Antibiotics,200mg,Tablet,10 units/strip,MB-01257,8801602001257,23.45,22.04,17.19,347,tablet,MB241257,2028-10-15,yes,yes,/assets/images/medicine-placeholder.svg,Metronidazole; Antibiotics; Healthcare Pharmaceuticals,Anaerobic infections and amoebiasis,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Metronidazole
Metronidazole 200mg Tablet DRUG,,Metronidazole,Drug International,Antibiotics,200mg,Tablet,10 units/strip,MB-01258,8801602001258,23.45,22.04,17.19,348,tablet,MB241258,2029-11-15,yes,yes,/assets/images/medicine-placeholder.svg,Metronidazole; Antibiotics; Drug International,Anaerobic infections and amoebiasis,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Metronidazole
Metronidazole 200mg Tablet ACME,,Metronidazole,Acme Laboratories,Antibiotics,200mg,Tablet,10 units/strip,MB-01259,8801602001259,23.45,22.04,17.19,349,tablet,MB241259,2030-12-15,yes,yes,/assets/images/medicine-placeholder.svg,Metronidazole; Antibiotics; Acme Laboratories,Anaerobic infections and amoebiasis,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Metronidazole
Metronidazole 200mg Tablet GENE,,Metronidazole,General Pharmaceuticals,Antibiotics,200mg,Tablet,10 units/strip,MB-01260,8801602001260,23.45,22.04,17.19,350,tablet,MB241260,2028-01-15,yes,yes,/assets/images/medicine-placeholder.svg,Metronidazole; Antibiotics; General Pharmaceuticals,Anaerobic infections and amoebiasis,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Metronidazole
Metronidazole 200mg Tablet BEAC,,Metronidazole,Beacon Pharmaceuticals,Antibiotics,200mg,Tablet,10 units/strip,MB-01261,8801602001261,23.45,22.04,17.19,351,tablet,MB241261,2029-02-15,yes,yes,/assets/images/medicine-placeholder.svg,Metronidazole; Antibiotics; Beacon Pharmaceuticals,Anaerobic infections and amoebiasis,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Metronidazole
Metronidazole 200mg Tablet POPU,,Metronidazole,Popular Pharmaceuticals,Antibiotics,200mg,Tablet,10 units/strip,MB-01262,8801602001262,23.45,22.04,17.19,352,tablet,MB241262,2030-03-15,yes,yes,/assets/images/medicine-placeholder.svg,Metronidazole; Antibiotics; Popular Pharmaceuticals,Anaerobic infections and amoebiasis,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Metronidazole
Metronidazole 200mg Tablet NUVI,,Metronidazole,Nuvista Pharma,Antibiotics,200mg,Tablet,10 units/strip,MB-01263,8801602001263,23.45,22.04,17.19,353,tablet,MB241263,2028-04-15,yes,yes,/assets/images/medicine-placeholder.svg,Metronidazole; Antibiotics; Nuvista Pharma,Anaerobic infections and amoebiasis,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Metronidazole
Metronidazole 200mg Tablet ORIO,,Metronidazole,Orion Pharma,Antibiotics,200mg,Tablet,10 units/strip,MB-01264,8801602001264,23.45,22.04,17.19,354,tablet,MB241264,2029-05-15,yes,yes,/assets/images/medicine-placeholder.svg,Metronidazole; Antibiotics; Orion Pharma,Anaerobic infections and amoebiasis,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Metronidazole
Metronidazole 400mg Tablet SQUA,,Metronidazole,Square Pharmaceuticals,Antibiotics,400mg,Tablet,10 units/strip,MB-01265,8801602001265,23.45,22.04,17.19,355,tablet,MB241265,2030-06-15,yes,yes,/assets/images/medicine-placeholder.svg,Metronidazole; Antibiotics; Square Pharmaceuticals,Anaerobic infections and amoebiasis,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Metronidazole
Metronidazole 400mg Tablet BEXI,,Metronidazole,Beximco Pharmaceuticals,Antibiotics,400mg,Tablet,10 units/strip,MB-01266,8801602001266,23.45,22.04,17.19,356,tablet,MB241266,2028-07-15,yes,yes,/assets/images/medicine-placeholder.svg,Metronidazole; Antibiotics; Beximco Pharmaceuticals,Anaerobic infections and amoebiasis,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Metronidazole
Metronidazole 400mg Tablet INCE,,Metronidazole,Incepta Pharmaceuticals,Antibiotics,400mg,Tablet,10 units/strip,MB-01267,8801602001267,23.45,22.04,17.19,357,tablet,MB241267,2029-08-15,yes,yes,/assets/images/medicine-placeholder.svg,Metronidazole; Antibiotics; Incepta Pharmaceuticals,Anaerobic infections and amoebiasis,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Metronidazole
Metronidazole 400mg Tablet RENA,,Metronidazole,Renata Limited,Antibiotics,400mg,Tablet,10 units/strip,MB-01268,8801602001268,23.45,22.04,17.19,358,tablet,MB241268,2030-09-15,yes,yes,/assets/images/medicine-placeholder.svg,Metronidazole; Antibiotics; Renata Limited,Anaerobic infections and amoebiasis,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Metronidazole
Metronidazole 400mg Tablet OPSO,,Metronidazole,Opsonin Pharma,Antibiotics,400mg,Tablet,10 units/strip,MB-01269,8801602001269,23.45,22.04,17.19,359,tablet,MB241269,2028-10-15,yes,yes,/assets/images/medicine-placeholder.svg,Metronidazole; Antibiotics; Opsonin Pharma,Anaerobic infections and amoebiasis,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Metronidazole
Metronidazole 400mg Tablet ESKA,,Metronidazole,Eskayef Pharmaceuticals,Antibiotics,400mg,Tablet,10 units/strip,MB-01270,8801602001270,23.45,22.04,17.19,360,tablet,MB241270,2029-11-15,yes,yes,/assets/images/medicine-placeholder.svg,Metronidazole; Antibiotics; Eskayef Pharmaceuticals,Anaerobic infections and amoebiasis,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Metronidazole
Metronidazole 400mg Tablet ACI,,Metronidazole,ACI Limited,Antibiotics,400mg,Tablet,10 units/strip,MB-01271,8801602001271,23.45,22.04,17.19,361,tablet,MB241271,2030-12-15,yes,yes,/assets/images/medicine-placeholder.svg,Metronidazole; Antibiotics; ACI Limited,Anaerobic infections and amoebiasis,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Metronidazole
Metronidazole 400mg Tablet ARIS,,Metronidazole,Aristopharma,Antibiotics,400mg,Tablet,10 units/strip,MB-01272,8801602001272,23.45,22.04,17.19,362,tablet,MB241272,2028-01-15,yes,yes,/assets/images/medicine-placeholder.svg,Metronidazole; Antibiotics; Aristopharma,Anaerobic infections and amoebiasis,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Metronidazole
Metronidazole 400mg Tablet HEAL,,Metronidazole,Healthcare Pharmaceuticals,Antibiotics,400mg,Tablet,10 units/strip,MB-01273,8801602001273,23.45,22.04,17.19,363,tablet,MB241273,2029-02-15,yes,yes,/assets/images/medicine-placeholder.svg,Metronidazole; Antibiotics; Healthcare Pharmaceuticals,Anaerobic infections and amoebiasis,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Metronidazole
Metronidazole 400mg Tablet DRUG,,Metronidazole,Drug International,Antibiotics,400mg,Tablet,10 units/strip,MB-01274,8801602001274,23.45,22.04,17.19,364,tablet,MB241274,2030-03-15,yes,yes,/assets/images/medicine-placeholder.svg,Metronidazole; Antibiotics; Drug International,Anaerobic infections and amoebiasis,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Metronidazole
Metronidazole 400mg Tablet ACME,,Metronidazole,Acme Laboratories,Antibiotics,400mg,Tablet,10 units/strip,MB-01275,8801602001275,23.45,22.04,17.19,365,tablet,MB241275,2028-04-15,yes,yes,/assets/images/medicine-placeholder.svg,Metronidazole; Antibiotics; Acme Laboratories,Anaerobic infections and amoebiasis,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Metronidazole
Metronidazole 400mg Tablet GENE,,Metronidazole,General Pharmaceuticals,Antibiotics,400mg,Tablet,10 units/strip,MB-01276,8801602001276,23.45,22.04,17.19,366,tablet,MB241276,2029-05-15,yes,yes,/assets/images/medicine-placeholder.svg,Metronidazole; Antibiotics; General Pharmaceuticals,Anaerobic infections and amoebiasis,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Metronidazole
Metronidazole 400mg Tablet BEAC,,Metronidazole,Beacon Pharmaceuticals,Antibiotics,400mg,Tablet,10 units/strip,MB-01277,8801602001277,23.45,22.04,17.19,367,tablet,MB241277,2030-06-15,yes,yes,/assets/images/medicine-placeholder.svg,Metronidazole; Antibiotics; Beacon Pharmaceuticals,Anaerobic infections and amoebiasis,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Metronidazole
Metronidazole 400mg Tablet POPU,,Metronidazole,Popular Pharmaceuticals,Antibiotics,400mg,Tablet,10 units/strip,MB-01278,8801602001278,23.45,22.04,17.19,368,tablet,MB241278,2028-07-15,yes,yes,/assets/images/medicine-placeholder.svg,Metronidazole; Antibiotics; Popular Pharmaceuticals,Anaerobic infections and amoebiasis,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Metronidazole
Metronidazole 400mg Tablet NUVI,,Metronidazole,Nuvista Pharma,Antibiotics,400mg,Tablet,10 units/strip,MB-01279,8801602001279,23.45,22.04,17.19,369,tablet,MB241279,2029-08-15,yes,yes,/assets/images/medicine-placeholder.svg,Metronidazole; Antibiotics; Nuvista Pharma,Anaerobic infections and amoebiasis,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Metronidazole
